City,Season,PM2.5 (µg/m³),PM10 (µg/m³),NO₂ (µg/m³),SO₂ (µg/m³),CO (mg/m³),O₃ (µg/m³),NH₃ (µg/m³),Temperature (°C),Humidity (%),Wind Speed (km/h),Traffic Density (veh/hr),Industrial Activity (0-100),Green Cover (%),Population Density (per km²),Waste Management Score (0-10),AQI,Outlier
Kolkata,Summer,87.2,92.2,33.9,24.2,1.99,60.4,6.8,43.5,28.3,13.8,5624,55.0,13.0,18057,6.1,158.9,No
Coimbatore,PostMonsoon,52.6,63.5,49.4,18.6,2.42,45.1,23.1,25.4,41.3,18.9,3735,60.4,35.4,3860,6.0,95.3,No
Mumbai,Summer,90.2,99.6,42.6,14.5,0.87,35.8,17.8,37.0,28.0,12.5,6489,76.5,18.3,18759,7.5,167.6,No
Varanasi,Summer,113.1,177.0,33.3,2.5,2.23,36.8,31.3,40.3,42.3,18.3,3031,31.0,11.3,7311,3.8,195.2,No
Delhi,Summer,88.2,135.4,23.2,19.4,0.63,67.2,13.0,35.5,32.0,12.5,7240,36.7,5.6,11022,3.8,165.3,No
Coimbatore,PostMonsoon,32.2,82.1,20.7,13.4,1.22,31.4,30.6,22.7,41.6,15.5,3848,45.0,33.6,6994,5.3,92.4,No
Bengaluru,Monsoon,29.9,47.4,24.9,3.3,0.89,30.0,10.3,33.1,93.5,34.9,4784,46.0,27.9,7142,7.8,58.3,No
Allahabad,Winter,129.3,220.6,49.8,13.7,2.75,17.8,26.4,14.6,64.3,6.3,4534,64.2,17.2,8089,4.4,241.3,No
Nashik,Monsoon,39.7,80.0,23.7,12.7,1.09,47.3,13.5,27.3,81.5,24.8,2623,71.5,21.9,4435,5.2,101.7,No
Ahmedabad,Summer,86.0,124.0,42.5,21.3,0.62,27.8,13.3,39.6,28.1,23.6,4821,53.7,14.8,7611,6.6,139.5,No
Lucknow,Monsoon,41.4,137.6,26.5,15.9,1.5,25.2,1.0,33.3,73.5,24.8,4410,62.9,16.6,9131,7.9,149.9,No
Amritsar,Winter,102.8,227.4,34.1,32.2,2.38,46.5,26.1,21.0,72.2,9.1,4751,51.8,14.1,7926,3.9,246.7,No
Lucknow,Summer,89.1,192.8,20.7,26.3,0.82,39.4,28.8,39.4,34.0,12.1,6326,55.6,14.7,7353,6.8,193.6,No
Agra,Winter,180.5,232.7,50.1,25.7,2.27,34.2,22.7,11.0,74.0,6.8,4006,59.8,12.2,9548,7.8,301.2,No
Nagpur,Monsoon,57.4,93.6,23.8,18.6,1.19,40.7,33.2,26.7,76.4,33.1,3931,44.0,17.1,8248,3.5,106.6,No
Varanasi,Monsoon,57.0,81.8,22.6,1.0,1.48,40.8,15.9,31.8,79.9,33.1,2684,43.1,4.0,6498,8.3,115.1,No
Mumbai,Monsoon,43.3,118.6,26.2,17.8,0.38,43.0,15.5,30.6,90.5,19.1,5675,81.8,21.3,20363,5.4,133.5,No
Lucknow,Winter,128.7,254.3,60.4,20.0,1.87,53.7,33.1,13.1,73.5,6.7,5349,61.5,14.4,8305,7.6,264.4,No
Ahmedabad,Monsoon,56.7,105.7,28.9,27.6,1.77,17.6,24.1,27.4,79.2,26.7,4149,87.7,17.5,6988,8.0,128.0,No
Ludhiana,PostMonsoon,103.8,139.9,25.3,24.5,1.49,31.4,21.6,31.8,41.0,14.8,4554,80.0,17.8,9827,4.2,207.8,No
Vadodara,Summer,66.2,118.9,54.1,23.0,1.32,34.8,3.4,40.6,39.8,15.2,4324,82.1,11.8,6290,7.9,136.9,No
Surat,Winter,133.0,226.3,58.1,21.4,3.26,31.0,25.9,16.0,64.6,5.2,5188,79.8,17.8,11764,4.8,233.8,No
Pune,Summer,38.9,102.6,51.5,19.1,1.18,31.7,3.3,35.8,33.6,14.4,5765,60.4,15.8,9311,7.7,113.6,No
Varanasi,PostMonsoon,91.6,217.7,42.3,26.8,2.02,36.0,16.9,22.1,44.3,13.5,4008,33.8,4.2,8615,5.5,232.5,No
Pune,PostMonsoon,79.7,86.5,41.1,3.9,1.5,40.8,27.7,30.8,62.4,14.2,4738,46.4,28.1,5895,4.9,139.1,No
Amritsar,Monsoon,54.9,131.5,15.3,12.7,1.72,39.1,13.1,33.6,80.3,20.1,3136,17.2,6.8,7554,7.1,133.6,No
Agra,Monsoon,85.9,138.0,34.1,10.9,0.59,5.0,1.0,34.2,70.2,21.4,4538,58.0,13.7,9106,5.5,173.3,No
Amritsar,Monsoon,51.0,87.5,15.6,11.9,0.63,11.7,1.0,29.4,94.9,34.5,3819,48.0,15.6,8058,5.9,99.6,No
Vadodara,PostMonsoon,84.0,89.7,25.3,24.5,1.03,32.2,19.5,20.4,41.0,13.0,4301,55.0,16.1,5965,6.3,158.4,No
Varanasi,PostMonsoon,127.1,215.7,55.2,22.5,1.04,42.9,33.4,20.3,47.5,17.6,1858,39.5,16.7,9191,4.5,217.6,No
Jaipur,PostMonsoon,74.5,164.9,50.9,21.0,1.46,37.2,16.1,22.0,46.8,17.6,4040,64.0,20.8,6175,7.2,161.8,No
Chennai,Monsoon,43.9,51.3,19.6,5.2,1.39,48.7,16.1,28.7,89.7,34.1,5811,55.4,27.5,10504,6.6,92.5,No
Chennai,Monsoon,67.8,72.8,14.6,17.2,1.68,19.3,5.3,32.8,76.7,29.1,3917,45.2,27.7,7918,8.1,111.5,No
Ludhiana,Summer,52.5,163.8,30.5,1.0,1.87,50.4,14.7,39.5,35.0,11.2,3316,63.7,7.3,6673,7.0,166.6,No
Coimbatore,Winter,59.8,113.3,52.6,21.7,1.33,44.4,45.6,17.7,56.8,9.4,3587,55.3,36.8,5666,8.2,126.0,No
Amritsar,PostMonsoon,96.3,114.7,31.3,24.7,1.39,26.5,31.2,22.6,54.3,17.7,3466,17.8,14.0,7921,7.6,149.1,No
Delhi,Winter,186.5,239.7,41.2,29.4,2.65,44.9,30.3,20.6,62.5,5.8,9435,57.8,9.5,10320,3.8,333.9,No
Ahmedabad,Summer,62.5,192.2,38.6,16.7,0.9,33.9,16.8,33.0,40.4,17.8,2926,50.5,14.0,7678,6.8,207.5,No
Pune,Monsoon,40.6,83.4,44.5,6.4,0.4,37.3,8.9,27.9,92.6,15.1,5881,30.4,18.9,7517,4.9,83.6,No
Faridabad,PostMonsoon,84.5,222.2,42.4,29.3,1.06,38.4,12.6,24.3,62.7,10.2,5920,75.0,13.1,10027,6.8,235.2,No
Amritsar,Monsoon,74.6,79.6,5.0,25.2,1.65,36.9,20.3,25.1,72.1,34.0,3080,61.5,19.7,6135,5.4,128.5,No
Rajkot,Winter,83.1,164.7,57.4,27.9,3.04,44.7,26.4,14.9,71.5,7.1,5119,39.9,22.7,5771,6.9,167.0,No
Allahabad,PostMonsoon,101.3,162.5,47.5,25.7,2.22,23.6,29.2,22.4,45.4,19.5,3745,18.2,15.6,8992,5.3,169.3,No
Allahabad,Summer,60.3,150.4,37.5,13.2,1.44,36.6,11.8,44.6,39.1,13.3,4623,60.5,9.8,8746,8.3,153.9,No
Surat,PostMonsoon,412.3,417.3,164.4,21.0,1.63,54.4,19.4,28.0,40.2,0.2,4946,66.3,21.5,8968,3.8,500.0,Yes
Ludhiana,Summer,125.2,130.2,59.6,19.1,1.84,47.9,27.1,32.3,34.4,19.4,5032,72.9,9.1,5984,3.7,238.2,No
Ludhiana,PostMonsoon,108.6,149.2,14.0,9.3,1.6,23.2,10.0,26.9,45.5,9.5,4079,57.7,13.7,8101,3.8,190.9,No
Faridabad,Summer,81.4,171.7,12.2,19.0,1.49,33.2,20.2,35.0,35.6,19.7,6227,100.0,6.7,9211,7.7,193.1,No
Jaipur,Winter,122.0,205.1,53.4,22.1,3.27,39.9,35.8,13.6,62.1,11.7,4016,57.9,10.1,6153,5.1,220.3,No
Amritsar,Summer,76.8,141.4,37.4,6.0,1.76,46.2,16.5,38.2,35.9,23.8,3572,73.6,8.3,6512,6.2,148.3,No
Agra,Monsoon,79.6,137.7,8.5,14.5,1.15,10.7,16.0,25.5,92.7,32.6,3501,69.6,7.5,9696,3.8,150.0,No
Kolkata,Summer,72.3,139.6,49.8,1.0,1.62,62.7,17.9,40.5,20.5,13.6,6263,64.1,19.0,28273,5.8,153.2,No
Allahabad,PostMonsoon,92.8,196.9,26.1,15.3,2.01,32.9,28.1,20.3,64.8,15.5,4144,52.4,6.6,7717,6.5,209.8,No
Vadodara,Winter,83.4,195.6,49.2,18.5,2.24,45.7,34.6,12.0,70.2,11.3,4214,47.2,13.6,6901,6.9,214.2,No
Bhopal,PostMonsoon,45.7,88.4,44.8,28.4,2.05,59.9,6.1,27.1,46.7,12.3,3595,65.1,28.5,7292,5.6,103.3,No
Ahmedabad,PostMonsoon,90.1,119.5,47.8,15.8,0.81,31.5,28.2,28.4,64.3,13.5,5529,52.9,24.7,8422,5.7,168.0,No
Rajkot,Winter,93.1,193.6,43.0,27.9,1.79,17.4,25.4,17.5,55.2,10.3,3256,52.1,21.1,6053,5.1,218.9,No
Chennai,Monsoon,56.9,73.9,27.1,15.5,2.08,5.0,17.2,33.9,84.4,19.2,5339,34.9,19.4,10079,7.7,95.7,No
Allahabad,PostMonsoon,74.2,181.3,39.6,32.1,1.52,30.3,23.9,21.7,51.8,11.9,3947,50.1,14.2,7882,4.3,179.4,No
Rajkot,Summer,71.1,113.5,40.8,12.5,1.56,35.1,24.9,34.3,30.2,11.9,2930,51.5,18.0,6689,4.2,134.6,No
Chennai,Summer,52.7,60.1,17.1,14.1,2.29,45.3,6.6,40.9,46.1,15.2,5246,41.3,26.5,8399,5.2,96.5,No
Bhopal,Winter,49.4,114.3,33.5,24.9,2.78,21.0,27.5,20.0,57.6,7.7,3135,37.5,24.6,6416,5.1,104.0,No
Delhi,PostMonsoon,110.0,180.9,23.5,18.5,1.76,38.5,25.2,26.7,62.9,19.2,5899,67.4,14.5,10508,5.9,187.9,No
Mumbai,Monsoon,44.6,113.0,18.3,20.0,0.9,54.6,24.8,26.3,93.2,25.2,5547,40.6,24.9,23228,7.8,128.5,No
Coimbatore,PostMonsoon,57.4,82.8,42.6,23.0,0.88,31.5,10.0,29.3,50.5,14.5,3415,43.5,39.9,6007,4.7,104.9,No
Bengaluru,Monsoon,34.2,39.2,14.3,8.6,0.92,31.0,4.8,29.0,91.3,28.1,5170,57.6,32.2,7927,5.0,58.9,No
Ghaziabad,Monsoon,101.6,139.0,27.0,23.8,1.56,38.1,6.4,30.5,76.0,19.6,4748,85.0,3.2,9769,4.1,195.9,No
Nagpur,PostMonsoon,60.6,128.8,31.5,28.4,2.68,39.7,16.4,28.4,40.4,12.1,5071,60.5,23.0,6699,8.2,145.9,No
Allahabad,Winter,128.1,258.2,41.4,18.2,2.51,39.3,35.3,18.8,79.4,6.2,4468,77.1,12.9,7130,7.9,276.1,No
Coimbatore,Monsoon,20.8,639.0,135.9,17.7,1.34,184.4,12.5,33.5,90.0,18.0,2387,92.6,30.6,6125,6.0,500.0,Yes
Bengaluru,Monsoon,24.7,51.2,35.3,14.0,1.07,44.0,28.0,28.6,80.6,26.7,6228,58.5,27.1,9289,4.3,60.7,No
Rajkot,Summer,59.2,109.4,42.2,9.6,1.57,56.8,5.0,39.4,25.8,16.5,3098,68.3,22.3,6521,3.5,133.4,No
Patna,Monsoon,49.8,120.6,21.2,13.8,2.31,39.0,24.7,31.6,91.9,22.3,5097,67.5,12.8,11023,6.8,136.0,No
Visakhapatnam,Monsoon,18.1,81.0,39.9,5.3,0.59,58.5,24.6,30.0,94.5,34.3,3447,53.1,34.2,6849,4.6,89.3,No
Delhi,PostMonsoon,76.3,183.5,43.4,14.8,2.74,42.6,14.6,31.0,64.0,16.9,4632,75.0,14.3,13264,8.3,208.6,No
Kolkata,Winter,130.4,253.2,47.3,43.1,2.16,20.9,42.9,21.3,58.2,8.9,6896,43.9,15.6,22817,3.8,271.8,No
Mumbai,PostMonsoon,60.6,139.2,34.8,28.1,2.15,44.1,23.8,26.1,45.7,18.0,7022,77.8,11.5,18843,8.4,153.4,No
Pune,Monsoon,52.7,88.0,40.7,14.2,1.64,33.2,7.1,34.7,79.0,25.3,4522,62.9,23.7,7816,8.2,103.8,No
Thane,Winter,93.9,186.7,56.7,20.7,2.16,19.8,14.1,12.1,65.2,5.2,5839,40.3,22.2,19975,8.2,189.0,No
Patna,Summer,111.7,167.8,28.5,23.5,1.14,50.5,30.4,40.9,43.4,20.8,4107,49.8,10.8,11073,3.7,207.2,No
Surat,PostMonsoon,79.4,97.8,54.2,25.9,7.73,38.1,104.1,31.1,45.3,14.9,3841,95.2,16.8,7291,7.0,212.6,Yes
Patna,PostMonsoon,117.0,440.5,34.0,24.2,2.93,44.9,167.3,20.6,52.0,12.5,2784,35.0,6.3,10147,7.9,445.4,Yes
Nashik,Summer,77.0,549.8,198.2,14.3,1.91,43.8,32.6,41.5,40.9,0.5,3132,55.0,26.0,3942,7.5,500.0,Yes
Coimbatore,Monsoon,37.6,60.5,23.3,17.5,0.94,44.6,10.4,28.8,71.5,29.1,4495,38.2,26.8,5699,4.7,61.9,No
Ludhiana,PostMonsoon,129.0,160.0,34.1,20.1,2.24,22.4,23.0,22.8,60.0,17.1,4150,57.3,10.1,6954,3.7,218.9,No
Ahmedabad,Summer,95.4,121.7,48.1,17.6,0.53,37.4,14.7,32.5,21.6,14.1,4672,60.6,7.1,9399,4.5,177.8,No
Ludhiana,Summer,78.7,222.2,23.2,21.0,1.06,49.6,31.2,39.5,21.1,18.3,4168,78.6,1.2,8070,8.3,219.9,No
Lucknow,Monsoon,47.3,77.0,36.9,4.6,1.34,40.6,10.3,31.7,86.3,33.1,2533,24.3,10.5,7754,6.6,88.9,No
Varanasi,Monsoon,61.4,123.3,19.7,26.2,1.35,32.9,8.9,29.9,79.0,19.9,3865,55.4,14.7,8687,3.8,142.0,No
Amritsar,PostMonsoon,89.8,135.6,36.1,17.8,1.49,29.2,32.5,20.7,61.5,11.9,2711,49.3,14.1,6838,6.2,145.9,No
Bhopal,Winter,98.1,186.2,52.6,19.1,2.34,34.6,27.9,16.6,69.7,8.0,3743,41.8,17.2,5605,3.9,181.0,No
Meerut,Winter,139.4,284.1,34.0,34.3,2.77,28.4,36.7,21.6,75.7,5.0,3543,60.8,15.7,7209,4.9,292.9,No
Jaipur,Monsoon,83.2,108.4,12.5,7.4,1.38,39.5,7.1,28.4,79.5,18.7,4855,46.7,16.3,7991,5.9,150.7,No
Amritsar,Winter,126.5,265.1,62.4,18.9,2.19,18.5,21.9,20.3,76.6,5.6,4295,26.4,7.1,7048,3.9,253.4,No
Agra,Monsoon,66.6,152.6,13.6,7.0,1.35,35.2,13.7,26.1,91.9,33.5,4552,54.8,10.9,8787,8.2,151.0,No
Hyderabad,Winter,94.2,111.7,46.4,12.4,3.17,34.6,43.9,20.2,56.2,9.0,4117,42.2,29.7,7849,8.3,149.4,No
Mumbai,Monsoon,82.0,88.5,10.1,11.9,1.59,35.2,9.6,27.0,89.2,18.6,6285,40.0,17.7,18679,6.7,145.2,No
Jaipur,Winter,109.7,220.3,58.4,14.0,3.15,47.7,28.2,17.3,57.9,4.6,4220,68.0,18.3,7373,6.1,213.7,No
Bhopal,Winter,77.6,169.3,42.2,21.7,3.09,29.6,29.8,16.8,71.2,9.2,4119,77.1,26.1,6594,7.1,179.1,No
Surat,Monsoon,54.2,121.8,35.3,9.7,1.04,42.0,17.3,26.8,77.5,23.6,4799,64.5,13.0,7352,6.9,136.5,No
Surat,Summer,80.7,85.7,40.1,19.9,2.26,48.5,16.9,33.9,33.8,22.9,4805,59.7,14.4,8283,3.6,149.5,No
Surat,Monsoon,342.0,347.0,208.0,140.2,1.07,19.9,24.1,28.6,83.7,0.3,4672,69.7,11.1,8174,4.8,500.0,Yes
Rajkot,Summer,55.1,109.5,52.2,16.9,2.41,58.9,31.4,33.5,27.5,17.2,3888,43.2,21.4,6480,3.8,125.8,No
Lucknow,Winter,137.0,273.2,71.3,23.7,1.49,35.5,31.2,21.2,76.2,11.0,5173,49.9,15.7,9283,7.1,287.1,No
Lucknow,PostMonsoon,81.9,222.5,44.2,8.4,2.07,37.4,22.1,31.5,62.7,13.7,3398,65.0,12.4,7623,6.9,221.5,No
Pune,Summer,41.8,118.2,40.5,8.8,0.77,51.7,23.2,37.3,26.1,17.6,3858,76.3,19.7,7435,7.1,123.8,No
Agra,Monsoon,90.5,110.5,29.9,10.1,2.11,49.9,9.8,32.2,71.8,25.7,3810,44.3,4.6,9287,6.4,151.9,No
Nagpur,Summer,47.5,105.6,23.4,24.9,2.51,50.7,20.6,38.9,36.1,12.4,3812,48.9,18.9,5253,5.4,127.8,No
Nagpur,Winter,108.7,159.1,47.3,18.3,2.59,30.5,25.6,19.8,59.2,11.6,2636,32.5,15.9,6387,8.4,171.6,No
Thane,Summer,40.9,115.5,26.0,32.1,1.54,57.8,27.4,44.5,42.1,23.6,4100,55.7,16.8,14129,4.8,107.2,No
Hyderabad,PostMonsoon,43.5,105.8,56.7,20.6,2.12,44.7,46.7,24.1,56.5,15.1,4457,54.6,23.3,7509,4.3,120.5,No
Agra,Winter,197.8,227.0,63.4,16.2,2.2,35.1,24.2,17.5,61.2,6.3,3698,50.2,8.0,9243,8.3,329.3,No
Kolkata,Winter,132.0,222.9,25.7,12.6,2.56,41.4,22.3,13.5,57.9,4.6,6859,64.9,13.4,26207,7.6,236.3,No
Mumbai,Monsoon,66.0,106.7,23.4,1.0,0.93,33.7,21.9,34.2,82.9,30.3,6301,43.5,21.0,20956,6.1,108.1,No
Nashik,Summer,66.3,93.9,20.1,14.4,1.5,46.7,15.4,37.5,35.8,13.0,3054,40.5,30.9,4112,7.9,108.5,No
Ahmedabad,Monsoon,46.3,85.0,39.2,12.9,1.55,23.2,18.9,25.8,71.0,17.5,4866,76.7,16.3,8164,5.8,104.8,No
Pune,PostMonsoon,68.2,153.9,43.2,22.7,2.67,63.2,35.6,22.4,63.3,16.3,3463,61.0,20.0,6791,7.9,150.6,No
Meerut,PostMonsoon,134.9,168.2,44.3,25.5,2.14,44.1,9.0,21.0,44.1,15.0,3960,68.3,11.3,7581,7.7,240.2,No
Nagpur,Monsoon,64.0,71.0,35.4,14.1,1.21,37.4,14.1,33.4,92.7,15.9,4129,48.9,24.1,7550,4.7,111.5,No
Delhi,PostMonsoon,113.7,598.2,38.2,13.6,6.38,46.5,15.4,23.3,49.8,0.3,8143,62.9,10.9,11201,4.7,500.0,Yes
Rajkot,Monsoon,39.0,77.0,51.1,11.4,1.36,32.5,9.3,34.1,87.2,25.6,3048,68.6,14.1,4733,7.6,93.5,No
Bengaluru,Winter,96.9,126.9,49.0,10.8,2.53,15.9,9.8,10.9,78.5,6.1,5935,21.0,34.1,8711,6.9,152.7,No
Visakhapatnam,PostMonsoon,51.8,120.0,53.8,31.6,1.88,28.5,31.9,31.9,50.0,9.8,3273,31.0,30.8,7140,8.0,131.9,No
Nagpur,Winter,106.9,147.8,52.5,25.6,2.81,35.5,33.6,10.5,62.2,6.5,4497,38.1,13.6,5974,5.2,201.5,No
Patna,Winter,119.5,291.3,45.0,9.7,1.75,34.1,24.7,21.3,72.9,4.1,4031,23.9,7.6,10031,8.2,298.6,No
Jaipur,Winter,105.8,245.8,43.4,34.9,1.91,37.2,33.2,10.4,56.2,8.1,3798,48.6,10.6,7985,4.9,236.2,No
Meerut,Summer,88.3,138.6,22.8,9.1,0.93,31.7,19.1,39.1,39.5,12.4,3564,53.2,13.5,5809,5.0,151.6,No
Bengaluru,Monsoon,33.8,542.5,5.6,9.0,11.67,294.6,23.8,33.4,75.7,23.0,6175,98.3,22.2,8614,3.9,500.0,Yes
Kolkata,Winter,119.4,201.5,63.0,20.4,2.04,49.7,27.3,11.5,61.4,5.4,5384,54.7,11.4,22883,6.8,227.5,No
Kanpur,Monsoon,36.5,139.6,34.4,1.0,0.2,13.7,19.5,31.1,94.8,17.8,3747,80.5,3.9,8326,4.5,147.2,No
Lucknow,Winter,123.1,260.2,50.1,22.1,2.54,47.2,47.6,16.4,62.6,11.0,5076,74.7,11.4,11626,6.0,271.9,No
Mumbai,Monsoon,40.8,78.5,43.2,1.0,1.75,41.4,18.6,28.4,94.2,15.0,5778,69.6,20.2,18533,3.6,92.7,No
Indore,PostMonsoon,310.3,315.3,27.1,164.8,1.28,219.9,19.2,26.6,41.7,0.1,4620,59.4,17.0,7423,4.9,500.0,Yes
Meerut,Winter,171.4,240.7,55.4,23.7,3.5,44.6,38.8,15.4,78.6,6.5,3711,64.2,14.7,8164,5.1,293.2,No
Delhi,Summer,88.2,166.9,39.9,15.0,2.02,42.2,17.0,41.2,26.3,12.0,7851,75.4,11.2,10979,4.2,193.8,No
Meerut,Monsoon,76.9,82.1,22.6,6.4,1.79,38.9,15.2,33.8,82.6,25.3,4730,67.6,12.5,8032,4.7,144.1,No
Agra,Monsoon,80.9,106.5,25.5,2.0,0.82,24.7,13.4,26.4,84.0,31.7,3727,58.6,6.7,8147,4.7,141.5,No
Ghaziabad,Winter,197.8,311.9,43.7,24.7,2.9,58.0,48.5,13.3,75.1,6.6,3499,57.4,14.4,11819,8.3,335.3,No
Amritsar,Summer,83.8,149.9,22.8,25.6,1.1,47.9,20.3,37.5,25.7,13.6,3041,66.9,11.4,7524,4.4,153.8,No
Kanpur,Winter,164.3,305.3,50.5,19.0,2.48,9.6,29.0,17.2,57.4,11.1,4860,81.2,13.6,7713,5.0,311.8,No
Chennai,Summer,41.0,65.5,23.4,13.3,1.17,50.8,10.6,40.9,49.2,17.6,5913,37.8,19.0,7983,7.6,75.6,No
Nagpur,PostMonsoon,59.7,70.7,27.4,33.3,0.71,24.0,23.0,27.3,45.1,11.0,4665,46.6,11.7,6716,5.1,116.4,No
Bengaluru,Summer,36.0,62.3,23.8,15.7,0.31,42.4,22.2,41.6,45.8,15.6,5467,41.1,37.4,7169,4.2,87.4,No
Bhopal,Summer,66.9,117.2,17.7,12.6,0.48,43.5,12.1,41.2,34.9,15.6,2764,51.5,25.3,4047,7.6,119.3,No
Mumbai,Monsoon,52.2,98.8,21.5,8.2,1.16,37.0,14.6,34.8,81.3,22.6,6282,47.5,10.4,20086,5.4,106.9,No
Ahmedabad,Monsoon,28.7,61.8,35.7,6.3,1.12,53.1,26.6,30.6,86.7,21.1,3820,62.1,17.2,7001,7.8,68.7,No
Nagpur,Summer,50.7,102.0,22.6,9.2,1.55,56.8,15.4,33.3,36.9,22.5,3906,59.8,23.0,7151,6.7,107.7,No
Faridabad,Summer,81.5,258.5,27.5,13.5,1.95,60.9,9.3,42.9,46.5,18.6,5515,58.6,14.1,10855,4.8,266.7,No
Kolkata,Monsoon,46.6,51.6,38.1,14.1,1.03,27.3,17.5,28.5,75.5,19.9,3463,55.8,19.2,22978,6.7,81.0,No
Jaipur,Monsoon,51.9,110.9,19.3,8.7,2.0,19.5,5.6,26.3,81.2,17.8,4686,60.9,18.7,6693,6.9,108.3,No
Vadodara,Monsoon,361.5,366.5,212.7,17.1,1.98,33.2,4.1,30.4,72.3,0.3,4841,80.2,14.3,7276,7.8,500.0,Yes
Indore,Monsoon,53.3,58.3,32.3,15.6,0.91,27.6,22.8,28.2,90.6,19.1,3589,60.8,18.4,7240,3.7,90.4,No
Bhopal,Monsoon,25.3,77.9,19.2,13.5,1.52,19.7,6.5,27.0,74.6,27.3,2965,45.0,26.0,6035,5.8,88.2,No
Faridabad,Monsoon,99.1,131.9,2.0,7.8,1.38,35.7,22.6,29.2,86.0,18.6,4998,60.0,12.6,8984,5.5,190.2,No
Bengaluru,Monsoon,18.2,49.6,19.2,19.2,1.51,23.9,11.0,29.4,73.5,20.7,4774,54.8,38.1,8395,7.8,56.6,No
Mumbai,PostMonsoon,68.1,125.1,44.5,10.5,1.4,44.5,15.4,20.9,52.1,15.6,5378,64.5,21.3,17501,4.7,134.4,No
Ahmedabad,Monsoon,50.4,139.3,60.7,14.5,0.75,18.6,10.5,27.0,79.3,18.7,5052,71.6,19.9,7858,8.4,151.2,No
Ludhiana,Monsoon,114.4,119.4,20.1,5.0,1.95,51.5,12.6,33.9,87.1,26.2,5096,80.3,6.1,9978,7.1,211.6,No
Kanpur,Monsoon,75.4,148.1,2.0,25.0,0.79,5.0,22.6,28.6,78.2,29.5,3429,100.0,2.8,7093,4.5,159.4,No
Bhopal,PostMonsoon,52.0,107.6,37.9,24.2,1.37,31.7,34.3,28.6,52.4,16.6,3350,63.5,19.7,5732,4.5,123.1,No
Ludhiana,Winter,161.0,246.2,45.0,16.2,2.79,34.1,22.8,13.3,68.0,7.1,5110,86.1,19.1,8875,8.4,275.5,No
Ahmedabad,Summer,92.9,117.0,41.3,10.4,1.92,33.9,22.1,38.6,29.9,21.6,5321,59.6,11.2,7701,6.4,178.0,No
Faridabad,Winter,169.6,280.9,52.5,29.8,3.2,25.3,27.5,19.9,56.3,12.0,4795,84.4,8.8,10174,4.5,308.4,No
Visakhapatnam,Monsoon,56.8,94.4,17.4,1.0,1.97,5.0,17.3,31.6,94.3,19.9,3491,50.1,24.3,5780,5.8,101.6,No
Varanasi,Winter,367.9,372.9,34.8,27.9,2.89,238.1,29.9,19.2,56.9,4.3,8209,95.3,13.2,9190,7.5,500.0,Yes
Visakhapatnam,Summer,44.7,49.7,34.6,9.2,2.43,48.6,18.0,41.4,33.0,21.8,3937,55.0,23.0,7095,4.3,77.9,No
Coimbatore,Winter,64.9,141.4,31.5,34.7,3.4,33.6,11.0,13.3,66.3,8.6,3300,49.6,31.0,4728,6.2,150.6,No
Agra,Monsoon,67.7,97.8,7.4,12.1,2.23,43.8,8.2,32.7,78.0,24.4,5432,66.2,5.0,7021,5.0,127.6,No
Patna,Summer,116.8,181.5,27.0,24.0,0.1,25.9,24.1,41.0,37.9,16.5,3663,58.2,3.9,10222,5.4,203.2,No
Jaipur,PostMonsoon,83.6,137.3,50.7,28.8,2.35,30.5,24.7,23.3,53.2,12.6,3512,54.9,15.6,8190,7.7,154.2,No
Kolkata,PostMonsoon,408.9,413.9,38.9,129.1,8.15,35.1,33.3,49.5,43.6,20.0,2214,57.6,12.6,24458,4.0,500.0,Yes
Varanasi,Summer,78.4,163.1,35.0,20.1,1.73,61.6,12.6,39.5,49.6,12.7,3789,35.3,10.3,7672,4.3,150.8,No
Nashik,Monsoon,27.2,42.4,30.1,14.6,1.74,36.0,28.7,30.4,90.8,21.0,3292,47.2,22.6,5537,3.6,59.3,No
Delhi,Monsoon,86.1,130.6,44.9,4.1,0.62,30.0,20.6,32.8,94.5,34.9,7850,61.4,2.5,11146,6.2,162.6,No
Rajkot,Winter,81.7,156.6,69.9,31.8,1.4,22.9,31.7,18.0,58.2,9.7,4211,30.3,13.6,5646,5.1,154.6,No
Meerut,Winter,137.4,305.8,64.9,12.8,2.5,47.7,31.3,15.4,78.5,8.7,2990,77.2,11.6,7628,5.8,310.4,No
Mumbai,Summer,89.8,94.8,21.2,9.1,0.74,35.5,21.7,42.8,45.8,16.5,7021,60.0,17.9,21228,6.4,170.5,No
Indore,Winter,102.2,151.3,50.9,26.9,2.56,59.1,21.8,18.3,73.0,7.6,3184,41.3,16.3,7080,5.2,172.6,No
Varanasi,PostMonsoon,88.1,167.1,45.8,22.5,2.1,29.3,20.3,29.7,47.3,8.9,3366,45.9,15.3,8227,6.9,149.4,No
Nagpur,PostMonsoon,58.9,102.6,26.9,25.1,2.9,268.5,30.8,49.5,54.3,18.7,4222,37.9,18.1,5809,4.3,270.6,Yes
Ludhiana,Winter,155.5,270.1,64.9,21.8,2.43,46.1,44.8,12.9,56.9,8.2,4261,68.8,8.5,8134,5.2,280.7,No
Faridabad,Monsoon,84.8,89.8,37.1,4.6,0.64,7.1,7.7,26.8,83.8,17.9,4137,77.7,2.1,10210,3.6,146.3,No
Vadodara,Summer,73.9,128.9,11.3,13.3,1.52,41.4,32.3,43.3,34.0,20.8,5070,66.2,14.0,8539,7.7,137.5,No
